scientific name,common name
Parnassius smintheus,mountain parnassian
Abutilon x hybridum,Chinese-lantern
Brachychiton acerifolius,Illawara flametree
Brachychiton acerifolius,flame bottletree
Brachychiton acerifolius,flame kurrajong
Brachychiton acerifolius,lace-bark tree
Corchorus olitorius,Nalta jute
Fremontodendron californicum,Fremontia
Fremontodendron californicum,flannelbush
Malvaviscus arboreus,wax mallow
Pseudobombax ellipticum,shaving-brush tree
Chimaphila maculata,spotted wintergreen
Chimaphila umbellata,san xing xi dong cao
Moneses uniflora,du li hua
Moneses uniflora,one-flowered wintergreen
Moneses uniflora,wood-nymph
Orthilia secunda,dan ce hua
Orthilia secunda,one-sided wintergreen
Boechera fecunda,Mt. Sapphire rockcress
Osmanthus fragrans,sweet osmanthus
Epinephelus coioides,estuary cod
Epinephelus coioides,estuary rock cod
Platycodon grandiflorus,Chinese-bellflower
Platycodon grandiflorus,balloon-flower
Platycodon grandiflorus,jie geng
Alpinia galanga,Siamese-ginger
Alpinia galanga,greater galangal
Zingiber officinale,ginger
Sciadopityaceae,umbrella-pine family
Acanthodactylus scutellatus,fringe-toed lizard
Diplometopon zarudnyi,Zarudnyi's worm lizard
Oryzorictes talpoides,mole tenrec
Parascalops breweri,Brewer's mole
Tenrec ecaudatus,tail-less tenrec
Opalinidae,opalinids
Phengodidae,glowworm beetles
Phengodidae,railroad-worms
Gavialis gangeticus,true gharial
Belonidae,needlefishes
Belonidae,sauries
Dicentrarchus punctatus,spotted seabass
Silurus glanis,Danube catfish
Silurus glanis,Wels catfish
Litoria eucnemis,Lonnberg's treefrog
Litoria eucnemis,fringed tree frog
Litoria lesueurii,LeSueur's treefrog
Nyctimystes dayi,Australian lace-lid
Nyctimystes dayi,Day's big-eyed treefrog
Abagrotis alternata,mottled gray cutworm
Draba cruciata,Mineral King draba
Draba densifolia,denseleaf draba
Draba fladnizensis,Austrian draba
Draba glabella,smooth draba
Draba hitchcockii,Lost River draba
Draba incerta,Yellowstone draba
Draba jaegeri,Jaeger's draba
Draba mogollonica,Mogollon Mountain draba
Draba oligosperma,fewseed draba
Draba paysonii,Payson's draba
Tomostima platycarpa,broadpod draba
Draba pterosperma,wingedseed draba
Draba reptans,Carolina draba
Draba streptocarpa,pretty draba
Draba subumbellata,parasol draba
Adamussium colbecki,Antarctic scallop
Ornithoptera rothschildi,Rothschild's birdwing
Eriocheir sinensis,Chinese hairy crab
Andromeda polifolia,marsh holy-rose
Leucothoe fontanesiana,dog-hobble
Leucothoe fontanesiana,switch-ivy
Oxydendrum arboreum,sourwood
Veliidae,small water striders
Pteroglossus beauharnaesii,curl-crested aracari
Ramphastos toco,toco toucan
Selenidera maculirostris,spot-billed toucanet
Aphidoletes aphidimyza,aphidophagous gall midge
Aphidoletes aphidimyza,raptorial gall midge
Linanthus jaegeri,San Jacinto prickly phlox
Linanthus pungens,granite prickly phlox
Linanthus dichotomus,eveningsnow
Trachylepis quinquetaeniata,rainbow mabuya
Thalia,alligator-flag
Thalia geniculata,fire-flag
Loxia leucoptera,white-winged crossbill
Hemitheconyx caudicinctus,African fat tail gecko
Trachichthyidae,slimeheads
Armadillo officinalis,Mediterranean oak-woodland pillbug
Fusconaia flava,Wabash pigtoe
Lampsilis cardium,plain pocketbook
Pyganodon grandis,giant floater
Vitis riparia,frost grape
Vitis riparia,riverbank grape
Trifolium alpestre,owl-head clover
Trifolium alpestre,purple-globe clover
Abies holophylla,Manchurian fir
Abies concolor,Colorado fir
Abies amabilis,Pacific silver fir
Abies nordmanniana,Caucasian fir
Abies nordmanniana,Turkey fir
Prunus buergeriana,inuzakura
Prunus buergeriana,lin mu
Prunus maximowiczii,Korean cherry
Prunus maximowiczii,miyama cherry
Prunus padus,bird cherry
Prunus subhirtella,Higan cherry
Prunus serrulata var. spontanea,Japanese mountain cherry
Prunus serrulata var. spontanea,hill cherry
Prunus serrulata var. spontanea,yama-zakura
Viola arvensis,European field pansy
Viola macloskeyi,sweet white violet
Viola macloskeyi subsp. pallens,northern white violet
Quercus agrifolia,coast live oak
Quercus chrysolepis,canyon live oak
Quercus engelmannii,mesa oak
Quercus kelloggii,California black oak
Quercus lobata,valley oak
Quercus vacciniifolia,huckleberry oak
Alpinia zerumbet,light galangal
Alpinia zerumbet,pink porcelain-lily
Alpinia zerumbet,shell-ginger
Boesenbergia rotunda,Chinese-keys
Kaempferia galanga,galangal
Kaempferia rotunda,hai nan san qi
Kaempferia rotunda,resurrection-lily
Discoglossus galganoi,Portugal painted frog
Discoglossus galganoi,West Iberian painted frog
Dimorphocarpa wislizeni,spectacle-pod
Dimorphocarpa wislizeni,tourist-plant
Neslia paniculata,ball mustard
Hordeum marinum subsp. gussoneanum,geniculate barley
Eminia lepida,grey-capped warbler
Garrulax,white-crested laughingthrush
Hypergerus atriceps,oriole warbler
Mystacornis crossleyi,Crossley's babbler
Neomixis striatigula,stripe-throated jery
Neomixis tenella,northern jery
Neomixis viridis,green jery
Oriolus xanthonotus,dark-throated oriole
Orthotomus sutorius,common tailor-bird
Pellorneum ruficeps,puff-throated babbler
Pellorneum ruficeps,spotted babbler
Pellorneum ruficeps,striped babbler
Pomatorhinus ochraceiceps,red-billed scimitar-babbler
Stachyris whiteheadi,chestnut-faced babbler
Terpsiphone viridis,African paradise-flycatcher
Thamnornis chloropetoides,kiritika
Yuhina gularis,stripe-throated yuhina
Astarte castanea,smooth astarte
Musculium lacustre,lake fingernailclam
Pisidium dubium,greater eastern peaclam
Polymesoda caroliniana,Carolina marshclam
Polymesoda maritima,southern marshclam
Pseudolabrus sieboldi,bambooleaf wrasse
Barbus fluviatilis,barbel
Epalzeorhynchos bicolor,red-tailed black sharkminnow
Doronicum,leopard's bane
Packera aurea,golden groundsel
Senecio eremophilus,desert ragwort
Jacobaea vulgaris,stinking willie
Senecio neowebsteri,Olympic Mountain ragwort
Senecio pseudoarnica,seaside ragwort
Robinia hispida,bristly locust
Robinia hispida,moss locust
Pagellus bellottii,red pandora
Takifugu pardalis,higanfugu
Myotis daubentonii,Wasserfledermaus
Balitoridae,flat loaches
Balitoridae,river loaches
Gracillariidae,leafminer moths
Montigena novae-zelandiae,scree pea
Calendula arvensis,field marigold
Glebionis coronaria,crown daisy
Leucanthemella serotina,giant daisy
Leucanthemella serotina,moon daisy
Tripleurospermum maritimum subsp. inodorum,scentless chamomile
Tripleurospermum maritimum subsp. inodorum,scentless mayweed
Hovenia dulcis,Chinese raisintree
Hovenia dulcis,kemponashi
Rehmannia glutinosa,Chinese foxglove
Scomberomorus tritor,West African Spanish mackerel
Potamogeton nodosus,long-leaf pondweed
Veronica agrestis,field speedwell
Loxodonta cyclotis,West African elephant
Elaeagnus multiflora,goumi
Elaeagnus multiflora,natsu-gumi
Jasus lalandii,South African spiny lobster
Jasus lalandii,west coast rock lobster
Xanthoceras sorbifolium,yellow-horn
Salmo trutta fario,river trout
Taxus cuspidata,Japanese yew
Taxus cuspidata,ichii
Chamaecyparis pisifera,sawara
Chamaecyparis pisifera,sawara false-cypress
Taxodium mucronatum,Montezuma bald-cypress
Taxodium mucronatum,ahuehuete
Sequoiadendron giganteum,California big-tree
Athrotaxis selaginoides,King Billy pine
Athrotaxis cupressoides,pencil pine
Spermophilus pygmaeus,little souslik
Pseudobarbus burchelli,Burchell's redfin
Neoditrema ransonnetii,okitango
Heuchera maxima,island alumroot
Ficus racemosa,cluster fig
Ficus racemosa,crattock
Ficus racemosa,ju guo rong
Ficus septica,leng guo rong
Ficus tinctoria,liang liao rong
"Ficus variegata Blume, 1825",common red-stem fig
"Ficus variegata Blume, 1825",green-fruit fig
"Ficus variegata Blume, 1825",red-stem fig
"Ficus variegata Blume, 1825",variegated fig
Ficus virens,huang ge shu
Ficus virens,spotted fig
Ficus virgata,dao rong
Falco tinnunculus,Turmfalke
Natrix natrix,Ringelnatter
Scolopax rusticola,Eurasian woodcock
Vanellus vanellus,northern lapwing
Dissostichus eleginoides,Chilean sea bass
Papio papio,baboon
Fragaria vesca subsp. americana,woodland strawberry
Lilium hybrid division VII,oriental hybrid lilies
Carassius gibelio,Prussian carp
Carassius gibelio,gibel carp
Simarouba amara,bitterwood
Maianthemum racemosum subsp. racemosum,treacle-berry
Yucca brevifolia,Joshua tree
Testudo horsfieldii,Russian tortoise
Testudo marginata,marginated tortoise
Eustrephus latifolius,wombat berry
Ilex opaca,American holly
Acipenser baerii stenorrhynchus,Lena river sturgeon
Petroleuciscus borysthenicus,Black Sea chub
Petroleuciscus borysthenicus,Dneiper carp
Petroleuciscus borysthenicus,Don chub
Vimba melanops,malamida
Metrosideros polymorpha,'ohi'a lehua
Metrosideros waialealae,Kauai bottlebrush
Plantago media,hoary plantain
Plantago rugelii,blackseed plantain
Plantago afra,African plantain
Plantago afra,black psyllium
Prunus mume,ume
Harmonia nutans,nodding Madia
Quercus sinuata,bastard oak
Anguis fragilis,Blindschleiche
Diploglossus pleii,four-legged snake
Benincasa hispida,ash gourd
Benincasa hispida,wax gourd
Benincasa hispida,winter melon
Boulengerula taitana,Taita African caecilian
Lima lima,spiny fileclam
Misopates,weasel's snout
Linaria triornithophora,three-birds-flying
Tilia caroliniana subsp. heterophylla,beetree
Tilia caroliniana subsp. heterophylla,white basswood
Sideroxylon lanuginosum,chittamwood
Sideroxylon lanuginosum,false buckthorn
Sideroxylon lanuginosum,gum-elastic
Celtis laevigata,southern hackberry
Celtis laevigata,sugarberry
Ulmus rubra,slippery elm
Ulmus crassifolia,cedar elm
Prosopis glandulosa,honey mesquite
Quercus stellata,post oak
Saxifraga aizoides,yellow mountain saxifrage
Ageratina altissima,white snakeroot
Conoclinium coelestinum,blue mistflower
Eutrochium fistulosum,trumpetweed
Eutrochium maculatum,spotted Joe-pyeweed
Eutrochium purpureum,joe-pye-weed
Eupatorium album,white thoroughwort
Eupatorium altissimum,tall thoroughwort
Eupatorium cannabinum,hemp agrimony
Eupatorium capillifolium,dogfennel
Eupatorium glaucescens,waxy thoroughwort
Eupatorium hyssopifolium,hyssopleaf thoroughwort
Eupatorium leucolepis,justiceweed
Eupatorium mikanioides,semaphore thoroughwort
Eupatorium perfoliatum,common boneset
Eupatorium rotundifolium,roundleaf thoroughwort
Eledone cirrhosa,curled octopus
Eledone cirrhosa,horned octopus
Anopheles punctipennis,woodland malaria mosquito
Vitis rotundifolia,fox grape
Vitis rotundifolia,muscadine
Vitis rupestris,bush grape
Vitis rupestris,rock grape
Vitis rupestris,sand grape
Vitis labrusca,Concord grape
Hoplobatrachus tigerinus,tiger frog
Bufo cryptotympanicus,earless toad
Ingerophrynus galeatus,Gamboja toad
Ingerophrynus galeatus,mountain toad
Duttaphrynus himalayanus,Gunther's high altitude toad
Duttaphrynus himalayanus,Himalayan broad-skulled toad
Bufo tuberculatus,Qinghai Lake toad
Mitoura nelsoni,incense cedar hairstreak
Castanea crenata,Japanese chestnut
Castanea crenata,kuri
Quercus mongolica,Mongolian oak
Chlamydosaurus kingii,frilled lizard
Chlamydosaurus kingii,frillneck lizard
Eupatorium compositifolium,yankeeweed
Eupatorium leptophyllum,false fennel
Eupatorium semiserratum,smallflower thoroughwort
Eupatorium serotinum,lateflowering thoroughwort
Aphelandra squarrosa,saffron spike
Aphelandra squarrosa,zebraplant
Thelazia callipaeda,eyeworm
Protobothrops mucrosquamatus,Chinese habu
Protobothrops mucrosquamatus,Taiwan habu
Chalcites lucidus,shining bronze-cuckoo
Marina,false prairie-clover
Ruditapes decussatus,grooved carpet-shell clam
Scopula immorata,Lewes wave
Idaea aversata,Riband wave
Idaea biselata,fan-footed wave
Idaea straminata,plain wave
Ecliptopera silaceata,small phoenix
Hydriomena impluviata,May highflyer
Hydriomena furcata,July highflyer
Archiearis parthenias,orange underwing
Colotois pennaria,feathered thorn moth
Erannis defoliaria,mottled umber moth
Agriopis aurantiaria,scarce umber moth
Limnonectes laticeps,Khasi wart frog
Limnonectes laticeps,broad-headed frog
Limnonectes laticeps,corrugated frog
Limnonectes laticeps,flat-headed frog
Limnonectes laticeps,southern big-headed frog
Lycia lapponaria,Rannoch brindled beauty
Bupalus piniaria,bordered white moth
Bupalus piniaria,pine looper moth
Euphydryas anicia,anicia checkerspot
Euphydryas aurinia,marsh fritillary
Euphydryas chalcedona,chalcedon checkerspot
Euphydryas colon,colon checkerspot
Euphydryas cynthia,Cynthia's fritillary
Euphydryas desfontainii,Spanish fritillary
Euphydryas editha,Edith's checkerspot
Euphydryas gillettii,Gillette's checkerspot
Euphydryas iduna,Lapland fritillary
Euphydryas intermedia,Asian fritillary
Euphydryas maturna,scarce fritillary
Euphydryas phaeton,Baltimore checkerspot
Melitaea didyma,red-banded fritillary
Melitaea didyma,spotted fritillary
Lampetra appendix,American brook lamprey
Lampetra ayresii,river lamprey
Entosphenus hubbsi,Kern brook lamprey
Entosphenus lethophagus,Pit-Klamath brook lamprey
Entosphenus macrostomus,Vancouver lamprey
Lampetra richardsoni,Western brook lamprey
Entosphenus similis,Klamath river lamprey
Oryzias luzonensis,coscosleng
Bactrocera oleae,olive fly
Bactrocera tsuneonis,Japanese orange fruit fly
Bactrocera tsuneonis,Oriental citrus fly
Porites porites,clubbed finger coral
Litoria rubella,red tree frog
Litoria ewingii,Australian brown treefrog
Uperoleia mjobergii,West Kimberley toadlet
Aphyosemion elberti,red barred killi
Elettaria cardamomum,cardamom
Elettaria cardamomum,cardamon
Litoria electrica,buzzing tree frog
Kolkwitzia amabilis,beautybush
Kolkwitzia amabilis,cold whiskey plant
Chaerophyllum temulum,rough chervil
Pipistrellus abramus,Japanese house bat
Allium ramosum,fragrant garlic
Tithonia rotundifolia,Mexican sunflower
Tithonia rotundifolia,clavel de muerto
Xenopus muelleri,tropical platanna
Poa secunda,big bluegrass
Icterus galbula,Northern oriole
Citrus sinensis x Citrus trifoliata,Carrizo citrange
Nymphaea mexicana,banana water-lily
Nymphaea mexicana,yellow water-lily
Vitis labrusca x Vitis vinifera,Labruscan grape
Prunus glandulosa,Chinese bush cherry
Prunus glandulosa,dwarf flowering almond
Prunus glandulosa,mai li
Prunus tomentosa,downy cherry
Prunus tomentosa,mao ying tao
Prunus tomentosa,yusura-ume
Alpinia japonica,hana-myoga
Alpinia nigra,hei guo shan jiang
Nemesiidae,funnel-web-like spiders
Neotermes insularis,ringant termite
Abelia x grandiflora,glossy abelia
Lonicera japonica,Japanese honeysuckle
Symphoricarpos orbiculatus,Indian-currant
Symphoricarpos orbiculatus,coralberry
Halesia tetraptera,snowdroptree
Jasminum mesnyi,Japanese jasmine
Jasminum mesnyi,primrose jasmine
Kunzea ambigua,tickbush
Kunzea ericoides,burgan
Kunzea ericoides,white teatree
Plautia stali,brown-winged green bug
Dalbergia cochinchinensis,Thai rosewood
Azumapecten farreri,Farrer's scallop
Hibiscus syriacus,Rose-of-Sharon
Sesiidae,clearwings
Yponomeuta cagnagellus,spindle ermine
Sidalcea,checkerblooms
Chaenomeles speciosa,boke
Chaenomeles speciosa,mu gua
Malus angustifolia,southern crabapple
Malus asiatica,hua hong
Malus baccata,shan jing zi
Malus coronaria,sweet crabapple
Malus fusca,Oregon crabapple
Malus ioensis,prairie crabapple
Malus sieboldii,Toringo crab-apple
Malus toringoides,cutleaf crab apple
Pyrus salicifolia,willow-leaf pear
Adolphia infesta,junco
Frangula alnus,alder buckthorn
Frangula alnus,glossy buckthorn
Ventilago viminalis,supplejack
Chelonoidis becki,Volcan Wolf giant tortoise
Latimeria menadoensis,king of the sea
Opuntia,prickly-pears
Grusonia clavata,club cholla
Mergellus albellus,Zwergsaeger
Scoparia dulcis,escobilla
Scoparia dulcis,licorice weed
Scoparia dulcis,sweet broom
Scoparia dulcis,tapixaba
Scoparia dulcis,vassourinha
Dalbergia sissoo,Indian rosewood
Talinum paniculatum,fameflower
Talinum paniculatum,jewels-of-Opar
Syringa emodi,Himalayan lilic
Gomphidae,clubtail skimmers
Petaluridae,graybacks
Thanatephorus cucumeris,black scurf of potato
Oedipina uniformis,Cienega colorado worm salamander
Sterna hirundo,Flussseeschwalbe
Anemopsis californica,yerba mansa
Carludovica palmata,Panama-hat palm
Carludovica palmata,chidra
Carludovica palmata,jipijapa
Sarcococca,sweet box
Callirhoe involucrata,poppy mallow
Neofabraea malicorticis,bull's-eye rot
Campsis grandiflora,Chinese trumpet-creeper
Campsis grandiflora,ling xiao
Pachyrhizus erosus,jicama
Pachyrhizus erosus,potato-bean
Pachyrhizus erosus,yam-bean
Pelophylax plancyi,Beijing gold-striped pond frog
Ilex glabra,bitter gallberry
Ilex glabra,winter berry
Neustanthus phaseoloides,tropical kudzu
Osteoglossum bicirrhosum,arawana
Hippocampus reidi,longsnout seahorse
Muntiacus putaoensis,Leaf muntiac
Muntiacus putaoensis,Miniature muntjac
Muntiacus vuquangensis,large-antlered muntjac
Brassica oleracea var. gongylodes,kohlrabi
Varroa destructor,honeybee ectoparasitic mite
Cardamine angustata,slender toothwort
Cardamine bellidifolia,alpine bittercress
Cardamine breweri,Brewer's bittercress
Cardamine bulbosa,bulbous bittercress
Cardamine californica,milkmaids
Cardamine clematitis,small mountain bittercress
Cardamine concatenata,cutleaf toothwort
Cardamine diphylla,crinkleroot
Cardamine dissecta,forkleaf toothwort
Cardamine flagellifera,Blue Ridge bittercress
Cardamine maxima,large toothwort
Falcipennis canadensis,spruce grouse
Chaetodon austriacus,exquisite butterflyfish
Hemitaurichthys polylepis,pyramid butterflyfish
Odorrana nasica,Tonkin huia frog
Odorrana nasica,Vietnamese frog
Limnonectes blythii,Asian giant stream frog
Limnonectes blythii,Blyth's wart frog
Limnonectes blythii,Malayan giant frog
Quasipaa spinosa,Chinese edible frog
Quasipaa spinosa,giant spiny frog
Agkistrodon russeolus,Mexican moccasin
Raphanus raphanistrum,jointed charlock
Raphanus raphanistrum,wild radish
Histeridae,hister beetles
Hoplobatrachus rugulosus,Chinese bullfrog
Hoplobatrachus rugulosus,Chinese tiger frog
Hoplobatrachus rugulosus,I-san field frog
Hoplobatrachus rugulosus,Taiwanese frog
