Ten-Year Age Groups Code,Year Code,UCD - Drug/Alcohol Induced Cause,Gender,Occurrence State,Deaths
25-34,2018,Drug poisonings (overdose) Unintentional,Male,Georgia,214
25-34,2018,Drug poisonings (overdose) Unintentional,Male,Hawaii,15
25-34,2018,Drug poisonings (overdose) Unintentional,Male,Idaho,38
25-34,2018,Drug poisonings (overdose) Unintentional,Male,Illinois,436
25-34,2018,Drug poisonings (overdose) Unintentional,Male,Indiana,260
25-34,2018,Drug poisonings (overdose) Unintentional,Male,Iowa,40
25-34,2018,Drug poisonings (overdose) Unintentional,Male,Kansas,44
25-34,2018,Drug poisonings (overdose) Unintentional,Male,Kentucky,210
25-34,2018,Drug poisonings (overdose) Unintentional,Male,Louisiana,174
25-34,2018,Drug poisonings (overdose) Unintentional,Male,Maine,63
25-34,2018,Drug poisonings (overdose) Unintentional,Male,Maryland,93
25-34,2018,Drug poisonings (overdose) Unintentional,Male,Massachusetts,464
25-34,2018,Drug poisonings (overdose) Unintentional,Male,Michigan,363
25-34,2018,Drug poisonings (overdose) Unintentional,Male,Minnesota,111
25-34,2018,Drug poisonings (overdose) Unintentional,Male,Mississippi,36
25-34,2018,Drug poisonings (overdose) Unintentional,Male,Missouri,276
25-34,2018,Drug poisonings (overdose) Unintentional,Male,Montana,13
25-34,2018,Drug poisonings (overdose) Unintentional,Male,Nebraska,18
25-34,2018,Drug poisonings (overdose) Unintentional,Male,Nevada,86
25-34,2018,Drug poisonings (overdose) Unintentional,Male,New Hampshire,94
25-34,2018,Drug poisonings (overdose) Unintentional,Male,New Jersey,565
25-34,2018,Drug poisonings (overdose) Unintentional,Male,New Mexico,64
25-34,2018,Drug poisonings (overdose) Unintentional,Male,New York,627
25-34,2018,Drug poisonings (overdose) Unintentional,Male,North Carolina,387
25-34,2018,Drug poisonings (overdose) Unintentional,Male,North Dakota,13
25-34,2018,Drug poisonings (overdose) Unintentional,Male,Ohio,740
25-34,2018,Drug poisonings (overdose) Unintentional,Male,Oklahoma,79
25-34,2018,Drug poisonings (overdose) Unintentional,Male,Oregon,78
25-34,2018,Drug poisonings (overdose) Unintentional,Male,Pennsylvania,871
25-34,2018,Drug poisonings (overdose) Unintentional,Male,Rhode Island,58
25-34,2018,Drug poisonings (overdose) Unintentional,Male,South Carolina,168
25-34,2018,Drug poisonings (overdose) Unintentional,Male,South Dakota,10
25-34,2018,Drug poisonings (overdose) Unintentional,Male,Tennessee,277
25-34,2018,Drug poisonings (overdose) Unintentional,Male,Texas,418
25-34,2018,Drug poisonings (overdose) Unintentional,Male,Utah,86
25-34,2018,Drug poisonings (overdose) Unintentional,Male,Vermont,29
25-34,2018,Drug poisonings (overdose) Unintentional,Male,Virginia,271
25-34,2018,Drug poisonings (overdose) Unintentional,Male,Washington,168
25-34,2018,Drug poisonings (overdose) Unintentional,Male,West Virginia,139
25-34,2018,Drug poisonings (overdose) Unintentional,Male,Wisconsin,188
25-34,2018,Drug poisonings (overdose) Suicide,Female,California,18
25-34,2018,Drug poisonings (overdose) Suicide,Female,Colorado,11
25-34,2018,Drug poisonings (overdose) Suicide,Female,Florida,18
25-34,2018,Drug poisonings (overdose) Suicide,Female,Michigan,14
25-34,2018,Drug poisonings (overdose) Suicide,Female,New York,16
25-34,2018,Drug poisonings (overdose) Suicide,Female,Texas,19
25-34,2018,Drug poisonings (overdose) Suicide,Male,California,24
25-34,2018,Drug poisonings (overdose) Suicide,Male,Florida,18
25-34,2018,Drug poisonings (overdose) Suicide,Male,Illinois,16
25-34,2018,Drug poisonings (overdose) Suicide,Male,New York,10
25-34,2018,Drug poisonings (overdose) Suicide,Male,Pennsylvania,18
25-34,2018,Drug poisonings (overdose) Suicide,Male,Texas,23
25-34,2018,Drug poisonings (overdose) Suicide,Male,Wisconsin,10
25-34,2018,Drug poisonings (overdose) Homicide,Male,Pennsylvania,10
25-34,2018,Drug poisonings (overdose) Undetermined,Female,Indiana,10
25-34,2018,Drug poisonings (overdose) Undetermined,Female,Maryland,118
25-34,2018,Drug poisonings (overdose) Undetermined,Female,Michigan,15
25-34,2018,Drug poisonings (overdose) Undetermined,Female,New York,16
25-34,2018,Drug poisonings (overdose) Undetermined,Male,Arizona,10
25-34,2018,Drug poisonings (overdose) Undetermined,Male,Illinois,16
25-34,2018,Drug poisonings (overdose) Undetermined,Male,Indiana,18
25-34,2018,Drug poisonings (overdose) Undetermined,Male,Louisiana,11
25-34,2018,Drug poisonings (overdose) Undetermined,Male,Maryland,303
25-34,2018,Drug poisonings (overdose) Undetermined,Male,Michigan,47
25-34,2018,Drug poisonings (overdose) Undetermined,Male,New York,28
25-34,2018,Drug poisonings (overdose) Undetermined,Male,Pennsylvania,10
25-34,2018,All other drug-induced causes,Female,Arizona,12
25-34,2018,All other drug-induced causes,Female,California,11
25-34,2018,All other drug-induced causes,Female,Florida,40
25-34,2018,All other drug-induced causes,Female,Kentucky,14
25-34,2018,All other drug-induced causes,Female,Massachusetts,16
25-34,2018,All other drug-induced causes,Female,Michigan,18
25-34,2018,All other drug-induced causes,Female,New York,13
25-34,2018,All other drug-induced causes,Female,North Carolina,11
25-34,2018,All other drug-induced causes,Female,Ohio,26
25-34,2018,All other drug-induced causes,Female,Pennsylvania,14
25-34,2018,All other drug-induced causes,Female,Tennessee,12
25-34,2018,All other drug-induced causes,Female,West Virginia,12
25-34,2018,All other drug-induced causes,Male,Arizona,19
25-34,2018,All other drug-induced causes,Male,California,51
25-34,2018,All other drug-induced causes,Male,Florida,22
25-34,2018,All other drug-induced causes,Male,Kentucky,11
25-34,2018,All other drug-induced causes,Male,Massachusetts,13
25-34,2018,All other drug-induced causes,Male,Michigan,46
25-34,2018,All other drug-induced causes,Male,New York,19
25-34,2018,All other drug-induced causes,Male,Ohio,25
25-34,2018,All other drug-induced causes,Male,Pennsylvania,13
25-34,2018,All other drug-induced causes,Male,Tennessee,16
25-34,2018,All other drug-induced causes,Male,Texas,14
25-34,2018,Alcohol poisonings (overdose),Male,Arizona,12
25-34,2018,Alcohol poisonings (overdose),Male,California,30
25-34,2018,Alcohol poisonings (overdose),Male,Florida,10
25-34,2018,Alcohol poisonings (overdose),Male,Illinois,10
25-34,2018,Alcohol poisonings (overdose),Male,New Mexico,10
25-34,2018,Alcohol poisonings (overdose),Male,New York,14
25-34,2018,Alcohol poisonings (overdose),Male,Texas,14
25-34,2018,All other alcohol-induced causes,Female,Alaska,15
25-34,2018,All other alcohol-induced causes,Female,Arizona,26
25-34,2018,All other alcohol-induced causes,Female,California,52
25-34,2018,All other alcohol-induced causes,Female,Colorado,24
25-34,2018,All other alcohol-induced causes,Female,Florida,37
25-34,2018,All other alcohol-induced causes,Female,Georgia,16
25-34,2018,All other alcohol-induced causes,Female,Illinois,20
25-34,2018,All other alcohol-induced causes,Female,Indiana,10
25-34,2018,All other alcohol-induced causes,Female,Massachusetts,11
25-34,2018,All other alcohol-induced causes,Female,Michigan,22
25-34,2018,All other alcohol-induced causes,Female,Minnesota,15
25-34,2018,All other alcohol-induced causes,Female,New Mexico,24
25-34,2018,All other alcohol-induced causes,Female,New York,13
25-34,2018,All other alcohol-induced causes,Female,North Carolina,13
25-34,2018,All other alcohol-induced causes,Female,Ohio,12
25-34,2018,All other alcohol-induced causes,Female,Pennsylvania,10
25-34,2018,All other alcohol-induced causes,Female,Texas,30
25-34,2018,All other alcohol-induced causes,Female,Utah,12
25-34,2018,All other alcohol-induced causes,Female,Virginia,10
25-34,2018,All other alcohol-induced causes,Female,Washington,18
25-34,2018,All other alcohol-induced causes,Female,Wisconsin,12
25-34,2018,All other alcohol-induced causes,Male,Alabama,14
25-34,2018,All other alcohol-induced causes,Male,Arizona,41
25-34,2018,All other alcohol-induced causes,Male,California,134
25-34,2018,All other alcohol-induced causes,Male,Colorado,64
25-34,2018,All other alcohol-induced causes,Male,Florida,41
25-34,2018,All other alcohol-induced causes,Male,Georgia,21
25-34,2018,All other alcohol-induced causes,Male,Illinois,23
25-34,2018,All other alcohol-induced causes,Male,Indiana,16
25-34,2018,All other alcohol-induced causes,Male,Kentucky,13
25-34,2018,All other alcohol-induced causes,Male,Massachusetts,17
25-34,2018,All other alcohol-induced causes,Male,Michigan,20
25-34,2018,All other alcohol-induced causes,Male,Minnesota,16
25-34,2018,All other alcohol-induced causes,Male,Missouri,20
25-34,2018,All other alcohol-induced causes,Male,Nebraska,14
25-34,2018,All other alcohol-induced causes,Male,Nevada,14
25-34,2018,All other alcohol-induced causes,Male,New Jersey,23
25-34,2018,All other alcohol-induced causes,Male,New Mexico,36
25-34,2018,All other alcohol-induced causes,Male,New York,37
25-34,2018,All other alcohol-induced causes,Male,North Carolina,21
25-34,2018,All other alcohol-induced causes,Male,Ohio,26
25-34,2018,All other alcohol-induced causes,Male,Oklahoma,16
25-34,2018,All other alcohol-induced causes,Male,Oregon,14
25-34,2018,All other alcohol-induced causes,Male,Pennsylvania,17
25-34,2018,All other alcohol-induced causes,Male,Texas,44
25-34,2018,All other alcohol-induced causes,Male,Washington,22
25-34,2018,All other alcohol-induced causes,Male,Wisconsin,22
25-34,2019,Drug poisonings (overdose) Unintentional,Female,Alabama,58
25-34,2019,Drug poisonings (overdose) Unintentional,Female,Alaska,13
25-34,2019,Drug poisonings (overdose) Unintentional,Female,Arizona,82
25-34,2019,Drug poisonings (overdose) Unintentional,Female,Arkansas,10
25-34,2019,Drug poisonings (overdose) Unintentional,Female,California,250
25-34,2019,Drug poisonings (overdose) Unintentional,Female,Colorado,70
25-34,2019,Drug poisonings (overdose) Unintentional,Female,Connecticut,63
25-34,2019,Drug poisonings (overdose) Unintentional,Female,Delaware,40
25-34,2019,Drug poisonings (overdose) Unintentional,Female,District of Columbia,11
25-34,2019,Drug poisonings (overdose) Unintentional,Female,Florida,359
25-34,2019,Drug poisonings (overdose) Unintentional,Female,Georgia,66
25-34,2019,Drug poisonings (overdose) Unintentional,Female,Idaho,11
25-34,2019,Drug poisonings (overdose) Unintentional,Female,Illinois,139
25-34,2019,Drug poisonings (overdose) Unintentional,Female,Indiana,121
25-34,2019,Drug poisonings (overdose) Unintentional,Female,Iowa,17
25-34,2019,Drug poisonings (overdose) Unintentional,Female,Kansas,24
25-34,2019,Drug poisonings (overdose) Unintentional,Female,Kentucky,102
25-34,2019,Drug poisonings (overdose) Unintentional,Female,Louisiana,82
25-34,2019,Drug poisonings (overdose) Unintentional,Female,Maine,25
25-34,2019,Drug poisonings (overdose) Unintentional,Female,Maryland,30
25-34,2019,Drug poisonings (overdose) Unintentional,Female,Massachusetts,152
25-34,2019,Drug poisonings (overdose) Unintentional,Female,Michigan,155
25-34,2019,Drug poisonings (overdose) Unintentional,Female,Minnesota,43
25-34,2019,Drug poisonings (overdose) Unintentional,Female,Mississippi,24
25-34,2019,Drug poisonings (overdose) Unintentional,Female,Missouri,113
25-34,2019,Drug poisonings (overdose) Unintentional,Female,Nevada,31
25-34,2019,Drug poisonings (overdose) Unintentional,Female,New Hampshire,36
25-34,2019,Drug poisonings (overdose) Unintentional,Female,New Jersey,187
25-34,2019,Drug poisonings (overdose) Unintentional,Female,New Mexico,36
25-34,2019,Drug poisonings (overdose) Unintentional,Female,New York,198
25-34,2019,Drug poisonings (overdose) Unintentional,Female,North Carolina,163
25-34,2019,Drug poisonings (overdose) Unintentional,Female,Ohio,346
25-34,2019,Drug poisonings (overdose) Unintentional,Female,Oklahoma,29
25-34,2019,Drug poisonings (overdose) Unintentional,Female,Oregon,21
25-34,2019,Drug poisonings (overdose) Unintentional,Female,Pennsylvania,330
25-34,2019,Drug poisonings (overdose) Unintentional,Female,Rhode Island,21
25-34,2019,Drug poisonings (overdose) Unintentional,Female,South Carolina,70
25-34,2019,Drug poisonings (overdose) Unintentional,Female,Tennessee,161
25-34,2019,Drug poisonings (overdose) Unintentional,Female,Texas,134
25-34,2019,Drug poisonings (overdose) Unintentional,Female,Utah,37
25-34,2019,Drug poisonings (overdose) Unintentional,Female,Virginia,134
25-34,2019,Drug poisonings (overdose) Unintentional,Female,Washington,70
25-34,2019,Drug poisonings (overdose) Unintentional,Female,West Virginia,66
25-34,2019,Drug poisonings (overdose) Unintentional,Female,Wisconsin,83
25-34,2019,Drug poisonings (overdose) Unintentional,Male,Alabama,122
25-34,2019,Drug poisonings (overdose) Unintentional,Male,Alaska,29
25-34,2019,Drug poisonings (overdose) Unintentional,Male,Arizona,315
25-34,2019,Drug poisonings (overdose) Unintentional,Male,Arkansas,62
25-34,2019,Drug poisonings (overdose) Unintentional,Male,California,870
25-34,2019,Drug poisonings (overdose) Unintentional,Male,Colorado,190
25-34,2019,Drug poisonings (overdose) Unintentional,Male,Connecticut,203
25-34,2019,Drug poisonings (overdose) Unintentional,Male,Delaware,87
25-34,2019,Drug poisonings (overdose) Unintentional,Male,District of Columbia,28
25-34,2019,Drug poisonings (overdose) Unintentional,Male,Florida,918
25-34,2019,Drug poisonings (overdose) Unintentional,Male,Georgia,195
25-34,2019,Drug poisonings (overdose) Unintentional,Male,Hawaii,12
25-34,2019,Drug poisonings (overdose) Unintentional,Male,Idaho,32
25-34,2019,Drug poisonings (overdose) Unintentional,Male,Illinois,377
25-34,2019,Drug poisonings (overdose) Unintentional,Male,Indiana,288
25-34,2019,Drug poisonings (overdose) Unintentional,Male,Iowa,52
25-34,2019,Drug poisonings (overdose) Unintentional,Male,Kansas,53
25-34,2019,Drug poisonings (overdose) Unintentional,Male,Kentucky,187
25-34,2019,Drug poisonings (overdose) Unintentional,Male,Louisiana,174
25-34,2019,Drug poisonings (overdose) Unintentional,Male,Maine,60
25-34,2019,Drug poisonings (overdose) Unintentional,Male,Maryland,77
25-34,2019,Drug poisonings (overdose) Unintentional,Male,Massachusetts,429
25-34,2019,Drug poisonings (overdose) Unintentional,Male,Michigan,309
25-34,2019,Drug poisonings (overdose) Unintentional,Male,Minnesota,120
25-34,2019,Drug poisonings (overdose) Unintentional,Male,Mississippi,36
25-34,2019,Drug poisonings (overdose) Unintentional,Male,Missouri,257
25-34,2019,Drug poisonings (overdose) Unintentional,Male,Montana,14
25-34,2019,Drug poisonings (overdose) Unintentional,Male,Nebraska,14
25-34,2019,Drug poisonings (overdose) Unintentional,Male,Nevada,76
25-34,2019,Drug poisonings (overdose) Unintentional,Male,New Hampshire,84
25-34,2019,Drug poisonings (overdose) Unintentional,Male,New Jersey,511
25-34,2019,Drug poisonings (overdose) Unintentional,Male,New Mexico,83
25-34,2019,Drug poisonings (overdose) Unintentional,Male,New York,561
25-34,2019,Drug poisonings (overdose) Unintentional,Male,North Carolina,474
25-34,2019,Drug poisonings (overdose) Unintentional,Male,North Dakota,16
25-34,2019,Drug poisonings (overdose) Unintentional,Male,Ohio,723
25-34,2019,Drug poisonings (overdose) Unintentional,Male,Oklahoma,60
25-34,2019,Drug poisonings (overdose) Unintentional,Male,Oregon,81
25-34,2019,Drug poisonings (overdose) Unintentional,Male,Pennsylvania,764
25-34,2019,Drug poisonings (overdose) Unintentional,Male,Rhode Island,53
25-34,2019,Drug poisonings (overdose) Unintentional,Male,South Carolina,180
25-34,2019,Drug poisonings (overdose) Unintentional,Male,South Dakota,14
25-34,2019,Drug poisonings (overdose) Unintentional,Male,Tennessee,345
25-34,2019,Drug poisonings (overdose) Unintentional,Male,Texas,449
25-34,2019,Drug poisonings (overdose) Unintentional,Male,Utah,69
25-34,2019,Drug poisonings (overdose) Unintentional,Male,Vermont,23
25-34,2019,Drug poisonings (overdose) Unintentional,Male,Virginia,250
25-34,2019,Drug poisonings (overdose) Unintentional,Male,Washington,159
25-34,2019,Drug poisonings (overdose) Unintentional,Male,West Virginia,130
25-34,2019,Drug poisonings (overdose) Unintentional,Male,Wisconsin,174
25-34,2019,Drug poisonings (overdose) Suicide,Female,California,22
25-34,2019,Drug poisonings (overdose) Suicide,Female,Florida,15
25-34,2019,Drug poisonings (overdose) Suicide,Female,New York,12
25-34,2019,Drug poisonings (overdose) Suicide,Female,Ohio,12
25-34,2019,Drug poisonings (overdose) Suicide,Female,Pennsylvania,12
25-34,2019,Drug poisonings (overdose) Suicide,Female,Texas,19
25-34,2019,Drug poisonings (overdose) Suicide,Male,California,32
25-34,2019,Drug poisonings (overdose) Suicide,Male,Florida,16
25-34,2019,Drug poisonings (overdose) Suicide,Male,Nevada,10
25-34,2019,Drug poisonings (overdose) Suicide,Male,New York,15
25-34,2019,Drug poisonings (overdose) Suicide,Male,Pennsylvania,16
25-34,2019,Drug poisonings (overdose) Suicide,Male,Texas,15
25-34,2019,Drug poisonings (overdose) Undetermined,Female,Indiana,11
25-34,2019,Drug poisonings (overdose) Undetermined,Female,Maryland,108
25-34,2019,Drug poisonings (overdose) Undetermined,Female,Michigan,29
25-34,2019,Drug poisonings (overdose) Undetermined,Female,New York,21
25-34,2019,Drug poisonings (overdose) Undetermined,Female,Pennsylvania,11
25-34,2019,Drug poisonings (overdose) Undetermined,Male,Indiana,19
25-34,2019,Drug poisonings (overdose) Undetermined,Male,Louisiana,15
