,name_twitter,screen_name,created_at,location,description,followers_count,friends_count,listed_count,favourites_count,time_zone,statuses_count,lang
422,Mary Baldwin College,MaryBaldwinColl,01/19/09 04:11 PM,"Staunton, Virginia","Follow Mary Baldwin College to keep up with our events, countdowns, students, faculty, staff, and squirrel sightings.",2162,966,73,680,Eastern Time (US & Canada),4460,en
423,Univ of Scranton,univofscranton,01/20/09 06:07 PM,"Scranton, Pa.","We are a Jesuit university known for our outstanding academics, state-of-the art campus, and exceptional sense of community.",7329,183,160,289,Eastern Time (US & Canada),2811,en
424,SWOSU,swosu,01/20/09 08:30 PM,"Weatherford & Sayre, Oklahoma","The official account of Southwestern Oklahoma State University. Check out the SWOSU Facebook, Instagram, Vine, and Foursquare profiles! #GoDawgs",5269,64,45,35,Central Time (US & Canada),1985,en
425,Waubonsee Comm. Col.,waubonsee,01/20/09 10:01 PM,"Sugar Grove, IL","Quality, affordable education options at four local campuses and online. admissions@waubonsee.edu â€¢ (630) 466-7900",2864,851,107,184,Central Time (US & Canada),3759,en
426,Rutgers University,RutgersU,01/21/09 02:57 AM,New Jersey,"Rutgers, The State University of New Jersey, is a leading public research university. Follow us for all things Rutgers.",61813,264,598,578,Central Time (US & Canada),4279,en
427,Black Hills State,BlackHillsState,01/21/09 03:50 PM,"Spearfish, South Dakota",BHSU Transforming Lives for 125 years and counting...,2394,203,25,607,Mountain Time (US & Canada),1957,en
428,Univ Advancing Tech,UATedu,01/21/09 04:28 PM,"Tempe, AZ","UAT is an elite, private technology university focused on educating students in technology who desire to innovate. Learn more here: http://t.co/03Jp1LMT4M",1601,1438,93,699,Arizona,6827,en
429,Evangelical Seminary,EvangelicalSem,01/21/09 06:49 PM,South-Central Pennsylvania,"Evangelical Seminary - Training for Leaders, Marriage & Family Therapists,  and Ministers (online and in-person)",793,526,31,85,Eastern Time (US & Canada),1986,en
430,UM-Flint,UMFlint,01/21/09 06:51 PM,"Flint, MI",Right here. Right now. #umflint IG: umflint,4899,425,142,71,Eastern Time (US & Canada),6072,en
431,Macomb College,MacombCollege,01/21/09 08:33 PM,"Warren â€¢ Clinton Township, MI",The official account for Macomb Community College. Weâ€™re here to be a resource & answer your questions. Discover. Connect. Advance.,3903,424,107,216,Eastern Time (US & Canada),3046,en
432,University of Dayton,univofdayton,01/22/09 02:27 AM,"Dayton, OH","We are a Catholic, Marianist university where community extends into the classroom, onto porches and throughout the world. #LearnLeadServe",21237,1097,331,2089,Eastern Time (US & Canada),1876,en
433,Albion College,albioncollege,01/22/09 04:38 PM,"Albion, Michigan, USA","Albion College provides students the knowledge, skills, and experiences to succeed in college, in their career, and in their life.",3604,816,96,769,Eastern Time (US & Canada),11067,en
434,Phoenix College,PhoenixCollege,01/22/09 08:30 PM,Phoenix College,"Phoenix College, founded in 1920, is the flagship of the Maricopa Community Colleges. We are located in central Phoenix - where you can go far, close to home.",1799,331,62,258,Arizona,4451,en
435,DSU,DakotaState,01/22/09 09:52 PM,"Madison, SD",Dakota State University - Home of the Trojans!,1509,182,38,462,Central Time (US & Canada),1244,en
436,Westminster College,westminsterpa,01/23/09 02:18 PM,"New Wilmington, PA","Liberal Arts college with dedicated faculty, world-class curriculum, and nationally ranked as â€œBest Value,â€ Westminster College is more than you imagine.",3686,847,78,1362,Eastern Time (US & Canada),11146,en
437,MCC,MorganCC,01/23/09 02:54 PM,"Fort Morgan, CO",,269,120,15,0,Mountain Time (US & Canada),1210,en
438,CCMS,CCMS_College,01/23/09 04:20 PM,"Cincinnati, Ohio",The Cincinnati College of Mortuary Science has been setting the standard in mortuary science education since 1882. Visit our website for more info.,620,179,10,0,Eastern Time (US & Canada),1916,en
439,Wheeling Jesuit,WheelingJesuit,01/23/09 06:32 PM,"Wheeling, W.Va.","News from Wheeling Jesuit University, one of 28 Jesuit colleges and universities in the USA and the only Catholic institution of Higher Ed in the state of W.Va.",2103,127,49,54,Eastern Time (US & Canada),2151,en
440,WGUTexas,WGUTexas,01/25/09 06:51 PM,,"WGU Texas is a nonprofit, online university established to provide Texans with flexible, affordable access to quality higher education.",1331,1296,23,435,Central Time (US & Canada),2106,en
441,Brandeis University,BrandeisU,01/26/09 05:49 PM,"Waltham, Massachusetts, USA",Brandeis combines the faculty and resources of a world-class research institution with the intimacy and personal attention of a small liberal arts college.,15401,5103,536,2079,Eastern Time (US & Canada),6024,en
442,Luther College,luthercollege,01/26/09 06:54 PM,"Decorah, Iowa","Located in Decorah, IA. Luther College is an undergraduate liberal arts institution of about 2,400 students. Tweeting #luthercollege, #heynorse, & #futurenorse.",5943,59,137,1288,Central Time (US & Canada),2600,en
443,Holy Cross,holy_cross,01/26/09 09:42 PM,"Worcester, Mass.","The College of the Holy Cross is a highly selective, liberal arts college renowned for offering a rigorous, personalized education in the Jesuit tradition.",10729,8421,256,1385,Eastern Time (US & Canada),13168,en
444,Troy University,TROYUnews,01/27/09 03:07 PM,"Troy, Alabama","The official Twitter account for Troy University. TROY serves a broad range of students on four campuses in Alabama, online and around the world. #TROYUspirit",13303,110,214,1083,Central Time (US & Canada),2337,en
445,Minnesota State,mnscu,01/27/09 04:34 PM,"MN, USA",Minnesota State Colleges and Universities comprises 31 state universities and community and technical colleges serving the higher education needs of Minnesota.,8086,3087,319,572,Central Time (US & Canada),2487,en
446,Uniformed Services U,USUHSPAO,01/27/09 05:27 PM,"Bethesda, MD",The Nation's Only Federal Health Sciences University --                   Learning to Care for Those in Harm's Way,2641,1629,120,311,Eastern Time (US & Canada),3680,en
447,Emmanuel College,EmmanuelCollege,01/27/09 06:59 PM,"Boston, MA","Emmanuel College is a coed, Catholic liberal arts and sciences college in the heart of Boston, Massachusetts. Contact us at pr@emmanuel.edu.",5717,596,181,334,Eastern Time (US & Canada),5150,en
448,SCO,SCOnews,01/27/09 08:54 PM,"Memphis, TN",Southern College of Optometry is one of the nation's leading institutions of optometric education.,1247,260,35,52,Central Time (US & Canada),1146,en
449,Lone Star College,lonestarcollege,01/27/09 09:04 PM,"Houston, Texas","LSC is the largest institution of higher ed in the Houston area, offering associate degrees & certifications @ a fraction of the cost of a four-year university.",9452,296,133,596,Central Time (US & Canada),1795,en
450,OaktonCollege,OaktonCollege,01/27/09 09:24 PM,"Des Plaines & Skokie, Illinois","Opportunities for lifelong learning, degree & certificate programs, continuing education, community & cultural events.",1748,385,93,279,Mountain Time (US & Canada),5294,en
451,Mitchel Benson,mbenson_LosRios,01/27/09 10:12 PM,"Sacramento, CA","Sharing news and Information about the committed students, staff and faculty of the Los Rios Community College District and its four colleges",575,345,35,20,Pacific Time (US & Canada),1358,en
452,City of Hope,cityofhope,01/28/09 02:36 AM,"Duarte, CA","Designated as a Comprehensive Cancer Center, City of Hope is a leading research and treatment center for cancer, diabetes and other life-threatening diseases.",18212,572,510,254,Pacific Time (US & Canada),5507,en
453,San Antonio College ,SAC_PR,01/28/09 05:30 PM,"San Antonio, TX",The official Twitter account for San Antonio College. Managed and updated by the SAC Public Relations Team.,6181,427,151,892,Central Time (US & Canada),4511,en
454,UC Irvine,UCIrvine,01/28/09 07:13 PM,"Irvine, Calif.","The official Twitter account for the University of California, Irvine. Celebrating our 50th Anniversary: http://t.co/pXLpVPNnyq. Bright past. Brilliant future.",28024,466,549,39184,Pacific Time (US & Canada),6591,en
455,Claremont Graduate U,CGUnews,01/28/09 07:20 PM,"Claremont, CA","The official account for Claremont Graduate University, the graduate institution of the Claremont Colleges.  Founded in 1925.",2032,486,85,176,Pacific Time (US & Canada),2511,en
456,U. Northern Colorado,UNC_Colorado,01/28/09 08:50 PM,"Greeley, Colo.",The University of Northern Colorado - proud home of the UNC Bears.  Instagram: unc_colorado Facebook: universitynortherncolorado,5886,155,107,2237,Mountain Time (US & Canada),3889,en
457,SCCCD,SCCCD,01/28/09 09:32 PM,"Fresno, CA",Providing all the news and updates for the State Center Community College District. Fresno. Reedley. Madera. Oakhurst. Clovis.,1032,450,32,39,Pacific Time (US & Canada),1631,en
458,OHSU News,OHSUNews,01/29/09 01:07 AM,"Portland, Oregon","Official account. OHSU | Oregon Health & Science University is where healing, teaching and discovery come together.",7972,1368,340,4530,Alaska,8193,en
459,Bakersfield College,bcrenegades,01/29/09 01:11 AM,"Bakersfield, CA","BC was founded in 1913 and is one of the nations oldest continually-operating community colleges. We serve just over 18,000 students.",3072,392,56,312,Pacific Time (US & Canada),1928,en
460,Rice University,RiceUniversity,01/29/09 05:07 PM,"Houston, Texas","Located in Houston, Rice University is consistently ranked one of America's best teaching and research universities.",20807,836,541,705,Mountain Time (US & Canada),11095,en
461,Saint Mary's College,saintmarys,01/29/09 05:29 PM,"Notre Dame, IN","Founded in 1844 by the Sisters of the Holy Cross. We promise you discovery: the discovery of yourselves, the discovery of the universe, and your place in it.",2935,124,63,452,Central Time (US & Canada),1335,en
462,Howard Comm. College,HowardCC,01/29/09 07:10 PM,"Columbia, MD","The official Twitter feed of Howard Community College, helping students achieve their educational goals since 1970. At HCC, You Can Get There From Here!",2485,508,58,1828,Eastern Time (US & Canada),2044,en
463,UT Knoxville,UTKnoxville,01/30/09 04:07 PM,"Knoxville, Tenn.","The official Twitter of the University of Tennessee, Knoxville.",55105,2112,566,4976,Eastern Time (US & Canada),7850,en
464,Harvey Mudd College,harveymudd,01/30/09 07:05 PM,"Claremont, California, USA","Harvey Mudd educates the nationâ€™s brightest engineers, scientists and mathematicians to be passionate problem solvers who understand their impact on society.",4503,698,221,1420,Pacific Time (US & Canada),2397,en
465,SC_Tech_System,SCTechSystem,02/01/09 01:54 PM,"Columbia, SC",Communications for the SC Technical College System,1212,1988,25,1,Quito,652,en
466,UMass Amherst,UMassAmherst,02/01/09 08:25 PM,"Amherst, Massachusetts","Official Twitter feed of the University of Massachusetts Amherst, the flagship campus of the University of Massachusetts system.",29275,164,457,281,Eastern Time (US & Canada),8713,en
467,WCCS,wccselma,02/02/09 06:28 PM,"Selma, AL",Wallace Community College Selma,273,148,5,0,Central America,419,en
468,Capella University,CapellaU,02/02/09 06:58 PM,Anywhere with Internet access,Capella University is an accredited online university that has built its reputation by providing quality #education for working adults. #elearning #highered,20693,990,304,3443,Central Time (US & Canada),4815,en
469,IU Northwest (IUN),iunorthwest,02/02/09 07:08 PM,"Gary, Indiana","We are the regional Indiana University campus for NW Indiana and Chicagoland, offering more than 6,000 students a prestigious IU degree close to home.",2269,46,86,6,Central Time (US & Canada),3116,en
470,Principia College,PrinCollege,02/02/09 08:06 PM,"Elsah, IL",Liberal arts college that is serving the Cause of Christian Science,1030,85,41,38,Central Time (US & Canada),1036,en
471,FORT VALLEY STATE,FVSU,02/02/09 09:32 PM,"FORT VALLEY, GA",OFFICIAL TWITTER PAGE OF THE FORT VALLEY STATE UNIVERSITY [EST.1895],4409,467,110,39,Eastern Time (US & Canada),3674,en
472,Florida Atlantic,FloridaAtlantic,02/03/09 05:54 PM,Southeast Florida,"This is the official Twitter account for Florida Atlantic University. We are a public university serving more than 30,000 students in Southeast Florida.",15261,422,176,922,Eastern Time (US & Canada),4084,en
473,Ocean County College,OceanEdu,02/03/09 09:10 PM,"Toms River, NJ 08754",Two-year public community college in Ocean County. Get a first class education at a fraction of the cost. Come be a part of a great community.,4219,1368,84,251,Central Time (US & Canada),5790,en
474,Mississippi College,MissCollege,02/04/09 07:45 PM,"Clinton, MS","The official Twitter account of Mississippi College. MC is a private, Christian university of liberal arts and sciences.",7202,2096,120,1984,Central Time (US & Canada),4192,en
475,Spertus Institute ,Spertus,02/04/09 09:16 PM,"610 S. Michigan Ave. Chicago, ",Chicago's Spertus Institute for Jewish Learning and Leadership. Currently behind the keyboard is Assistant Editor Joanna Rothenberg.,3458,3369,171,404,Central Time (US & Canada),7936,en
476,CUNY Staten Island,csinews,02/04/09 10:41 PM,NYC,"College of Staten Island is a senior college of The City University of New York, the nationâ€™s leading urban university.",4495,152,88,6,Eastern Time (US & Canada),1133,en
477,Rollins College,rollinscollege,02/04/09 11:28 PM,"Winter Park, FL",The official Twitter account of Rollins College - We are the Tars! #RollinsPride (Tweets by Jennifer D.),11884,1020,276,1396,Eastern Time (US & Canada),5618,en
478,University Relations,NDSUNews,02/05/09 05:34 PM,"NDSU, Fargo, ND","The official source of news from North Dakota State University, a student-focused, land-grant, research university.",3745,392,100,3,Mountain Time (US & Canada),1495,en
479,Carlow University,CarlowU,02/05/09 07:09 PM,"Pittsburgh, PA",Carlow University offers undergraduate and graduate students the best of a small Catholic university in the heart of Pittsburgh.,2932,305,92,889,Eastern Time (US & Canada),2536,en
480,Northwest Tech,NWKTC,02/05/09 08:08 PM,"Goodland, KS","Northwest Tech has 16 outstanding programs that emphasize hands-on, real-world learning. Make It Happen at Northwest Tech!",480,54,12,15,Mountain Time (US & Canada),1302,en
481,Franklin University,FranklinU,02/05/09 08:38 PM,"Columbus, Ohio",Serving working adults online and on campus.,3600,1959,96,18,Eastern Time (US & Canada),2895,en
482,UNCW,UNCWilmington,02/05/09 09:02 PM,"Wilmington, NC","UNCW, the stateâ€™s coastal university, is dedicated to learning through the integration of teaching and mentoring with research and service.",18209,188,218,1080,Central Time (US & Canada),4195,en
